job_number,subject_of_procurement,procuring_entity,entity_code,attr_of_procurement,procurement_type,tender_awarding_type,tenderer_name,total_tender_awarding_value,amount_range,tender_awarding_date,start_end_date
1180375002,南投區營業處103年乙工區配電外線工程,台灣電力股份有限公司南投區營業處,3.13.31.12,<工程類>5164電力工程,公開招標,最低標,全揚工程行,62580000,查核金額以上未達巨額,7/22/2014 0:00:00,103/08/25－104/08/24
3510300204,ASCO電磁閥一批,台灣電力股份有限公司第二核能發電廠,3.13.31.82,"<財物類>432幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,903710,公告金額以上未達查核金額,8/7/2014 0:00:00,103/08/08－103/11/05
3200300017,161kV開關場電纜終端匣拆除工作,台灣電力股份有限公司林口發電廠,3.13.31.43,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開取得報價單或企劃書,最低標,中興電工機械股份有限公司,625000,未達公告金額,7/25/2014 0:00:00,103/09/08－103/11/08
3710300155,控制卡片等15項,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開招標,最低標,巨路國際股份有限公司,4090000,公告金額以上未達查核金額,7/24/2014 0:00:00,103/07/24－103/11/21
4700300039,北資D/SBayModuleCPU卡及控制面板卡採購,台灣電力股份有限公司台北供電區營運處,3.13.31.90,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,715000,未達公告金額,8/15/2014 0:00:00,103/08/15－103/12/13
4750300051,69KV中壢~過嶺等線鐵塔基礎及鐵柱重鍍鋅乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,1727166,公告金額以上未達查核金額,7/30/2014 0:00:00,103/07/31－103/09/28
3520300037,極限開關150PC,台灣電力股份有限公司第三核能發電廠,3.13.31.83,"<財物類>432幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",公開招標,最低標,巨路國際股份有限公司,1900000,公告金額以上未達查核金額,8/7/2014 0:00:00,103/08/08－103/10/16
4800300059,台中供電區處各E/S中興製GIS內檢維護物料乙批,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,2310000,公告金額以上未達查核金額,7/24/2014 0:00:00,103/07/24－103/10/22
tpc-00905-2011S-103030,進口煤海上運輸印尼地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,47121575,巨額,7/24/2014 0:00:00,103/07/24－103/09/17
tpc-00905-2011S-103030,進口煤海上運輸印尼地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),47121575,巨額,7/24/2014 0:00:00,103/07/24－103/12/01
tpc-00905-2011S-103030,進口煤海上運輸印尼地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,新健海運股份有限公司,47121575,巨額,7/24/2014 0:00:00,103/07/24－103/11/07
4700300064,鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,257087,未達公告金額,7/16/2014 0:00:00,103/07/16－103/08/25
4800300073,161KV鐵塔4E1鐵塔塔身15M2UNT等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,13200000,公告金額以上未達查核金額,8/27/2014 0:00:00,103/08/27－103/11/15
1050370016,103年丁工區配電管路工程第二批,台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,公開招標,最低標,彰聯工程股份有限公司,63498286,查核金額以上未達巨額,8/26/2014 0:00:00,103/08/26－104/05/30
4750300055,161KV鐵塔JP-FB鐵塔塔身22M重鍍鋅乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1530000,公告金額以上未達查核金額,8/5/2014 0:00:00,103/08/06－103/09/14
3520320005,核三廠一、二號機圍阻體強化排氣系統(CFVS)第一階段嚴重事故分析,台灣電力股份有限公司第三核能發電廠,3.13.31.83,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,"Westinghouse Industry Products Intemational Co. LLC (WIPIC,LLC)",12842140,查核金額以上未達巨額,7/31/2014 0:00:00,103/09/01－104/05/31
4750300057,中興製氣封開關定檢維護工作材料,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,8200000,公告金額以上未達查核金額,8/11/2014 0:00:00,103/08/12－104/08/11
1010370001,基隆區營業處103年甲工區配電外線工程,台灣電力股份有限公司基隆區營業處,3.13.31.1,<工程類>5164電力工程,公開招標,最低標,得嘉工程股份有限公司,79700000,查核金額以上未達巨額,6/24/2014 0:00:00,103/06/25－104/06/25
1010370001,基隆區營業處103年甲工區配電外線工程,台灣電力股份有限公司基隆區營業處,3.13.31.1,<工程類>5164電力工程,公開招標,最低標,得嘉工程股份有限公司,79700000,查核金額以上未達巨額,6/24/2014 0:00:00,103/06/25－104/06/25
4750300062,69KV梅湖~平鎮等線鐵柱重鍍鋅乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,8405902,公告金額以上未達查核金額,8/19/2014 0:00:00,103/08/20－103/10/18
4750300058,161KV龍潭~松樹及69KV新埔~關西線防墜裝置等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,189000,未達公告金額,8/12/2014 0:00:00,103/08/13－103/09/21
4700300091,69KV鐵塔防墜裝置等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,600000,未達公告金額,9/12/2014 0:00:00,103/09/12－103/10/22
1050370020,台中區營業處103年丁工區零星配電外線工程,台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,公開招標,最低標,全揚工程行,40680000,公告金額以上未達查核金額,10/14/2014 0:00:00,103/10/14－104/10/31
T0610103401,EIAOfChinshanNuclearPowerPlantDecommissioningPlan,TAIWANPOWERCOMPANY,3.13.31,<勞務類>94污水及垃圾處理、公共衛生及其他環保服務,限制性招標(經公開評選或公開徵求),準用最有利標,泰興工程顧問股份有限公司,34400000,巨額,9/26/2014 0:00:00,103/09/26－107/09/25
tpc-00905-2011S-103034,進口煤海上運輸印尼地區計9航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,39756853,巨額,8/21/2014 0:00:00,103/08/21－103/12/17
tpc-00905-2011S-103034,進口煤海上運輸印尼地區計9航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),39756853,巨額,8/21/2014 0:00:00,103/08/21－104/02/02
3410300272,智慧型定位器一批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,685000,未達公告金額,10/8/2014 0:00:00,103/10/09－104/01/06
4800300085,161KV天輪霧峰線#12鐵塔防墜裝置委外加工乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,124153,未達公告金額,9/23/2014 0:00:00,103/09/23－103/12/31
80300079,69kV三相電力變壓器,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,大同股份有限公司,104278721,巨額,10/17/2014 0:00:00,104/03/31－104/07/31
80300079,69kV三相電力變壓器,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,大同股份有限公司,104278721,巨額,10/17/2014 0:00:00,104/03/31－104/07/31
3710300345,皮帶15只,台灣電力股份有限公司台中發電廠,3.13.31.45,<財物類>362其他橡膠產品,公開取得報價單或企劃書,最低標,三五橡膠廠股份有限公司,873000,未達公告金額,10/20/2014 0:00:00,103/10/20－104/01/18
4800300084,中興製GCB電磁閥一組,台灣電力股份有限公司台中供電區營運處,3.13.31.94,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,227000,未達公告金額,9/19/2014 0:00:00,103/09/19－103/11/28
6530300033,600VPVC控制電纜等,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,華新麗華股份有限公司,26752000,公告金額以上未達查核金額,10/14/2014 0:00:00,103/10/14－104/04/30
6530300033,600VPVC控制電纜等,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,太平洋電線電纜股份有限公司,26752000,公告金額以上未達查核金額,10/14/2014 0:00:00,103/10/14－104/04/30
1030370103,桃園區營業處103年丙工區配電外線工程,台灣電力股份有限公司桃園區營業處,3.13.31.7,<工程類>5164電力工程,公開招標,最低標,通營電氣工程有限公司,124538000,查核金額以上未達巨額,9/30/2014 0:00:00,103/10/15－104/10/14
3410300303,汽力機組設備更換計畫_備用設備乙批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,16600000,公告金額以上未達查核金額,9/19/2014 0:00:00,103/09/20－103/11/18
1190170003-1,鳳山區營業處101年甲工區配電外線工程變更,台灣電力股份有限公司鳳山區營業處,3.13.31.23,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,昇傳工程股份有限公司,59958,未達公告金額,11/28/2013 0:00:00,101/02/21－102/02/20
tpc-00905-2011S-103041,進口煤海上運輸印尼地區計9航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),118147427,巨額,10/1/2014 0:00:00,103/10/01－104/05/15
tpc-00905-2011S-103041,進口煤海上運輸印尼地區計9航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",118147427,巨額,10/1/2014 0:00:00,103/10/01－104/03/04
008-002001S-017-P,議購三菱公司六年長期契約協議類器材乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,Mitsubishi Corporation,5912412,公告金額以上未達查核金額,10/15/2014 0:00:00,103/10/15－103/12/20
3500300189,電磁閥2PC,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,235000,未達公告金額,9/4/2014 0:00:00,103/09/05－104/03/03
E2710300001,高屏電廠六龜水輪發電機組及開關場SCADA更新財物採購案,台灣電力股份有限公司高屏發電廠,3.13.31.64,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開招標,最低標,巨路國際股份有限公司,10485760,公告金額以上未達查核金額,9/25/2014 0:00:00,103/10/07－104/05/20
1190270001-1,102年全工區配電管路工程契約變更,台灣電力股份有限公司鳳山區營業處,3.13.31.23,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,進昇工程股份有限公司,470000,未達公告金額,3/17/2014 0:00:00,103/03/18－104/03/17
4750300067,69KV三工~三義線等線鐵塔重鍍鋅及新購材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,2839855,公告金額以上未達查核金額,10/14/2014 0:00:00,103/10/15－103/12/23
3410300247,振動偵測模組一批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,公開招標,最低標,巨路國際股份有限公司,2618400,公告金額以上未達查核金額,9/19/2014 0:00:00,103/09/20－105/06/30
6530300026,高壓電容器1_14.7kV等,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,鴻輝精機廠有限公司,6015000,公告金額以上未達查核金額,9/26/2014 0:00:00,103/09/26－104/06/30
